,BBC_compound,BBC_dtime,BBC_neg,BBC_neu,BBC_pos,CBS_compound,CBS_dtime,CBS_neg,CBS_neu,CBS_pos,CNN_compound,CNN_dtime,CNN_neg,CNN_neu,CNN_pos,Fox_compound,Fox_dtime,Fox_neg,Fox_neu,Fox_pos,NYTimes_compound,NYTimes_dtime,NYTimes_neg,NYTimes_neu,NYTimes_pos
66,0.6027,Thu Apr 05 10:03:28 +0000 2018,0.0,0.843,0.157,-0.4939,Thu Mar 15 17:20:26 +0000 2018,0.157,0.766,0.077,0.5106,Sat Apr 07 19:00:11 +0000 2018,0.0,0.732,0.268,-0.4588,Sun Apr 08 08:25:00 +0000 2018,0.328,0.517,0.155,0.34,Sat Apr 07 21:45:05 +0000 2018,0.0,0.926,0.074
67,0.0,Thu Apr 05 09:55:45 +0000 2018,0.0,1.0,0.0,0.6514,Thu Mar 15 16:42:41 +0000 2018,0.0,0.806,0.194,-0.802,Sat Apr 07 18:45:07 +0000 2018,0.474,0.526,0.0,0.4215,Sun Apr 08 08:20:00 +0000 2018,0.0,0.891,0.109,0.5688,Sat Apr 07 21:30:13 +0000 2018,0.0,0.779,0.221
68,0.2023,Thu Apr 05 09:53:47 +0000 2018,0.0,0.924,0.076,0.6115,Thu Mar 15 14:32:16 +0000 2018,0.0,0.734,0.266,0.0,Sat Apr 07 18:30:17 +0000 2018,0.0,1.0,0.0,0.0,Sun Apr 08 08:15:00 +0000 2018,0.0,1.0,0.0,0.0,Sat Apr 07 21:22:04 +0000 2018,0.0,1.0,0.0
69,0.3164,Thu Apr 05 09:52:41 +0000 2018,0.0,0.906,0.094,0.6696,Wed Mar 14 19:30:01 +0000 2018,0.0,0.892,0.108,0.5859,Sat Apr 07 18:15:07 +0000 2018,0.0,0.798,0.202,-0.8176,Sun Apr 08 08:10:00 +0000 2018,0.254,0.746,0.0,0.5994,Sat Apr 07 21:15:04 +0000 2018,0.0,0.754,0.246
70,0.0,Thu Apr 05 09:44:41 +0000 2018,0.0,1.0,0.0,0.3612,Tue Mar 13 18:48:52 +0000 2018,0.0,0.857,0.143,0.0,Sat Apr 07 18:00:11 +0000 2018,0.0,1.0,0.0,-0.8779,Sun Apr 08 08:05:00 +0000 2018,0.502,0.498,0.0,-0.4019,Sat Apr 07 21:00:06 +0000 2018,0.278,0.722,0.0
71,-0.128,Thu Apr 05 09:06:05 +0000 2018,0.091,0.909,0.0,0.539,Tue Mar 13 14:15:10 +0000 2018,0.0,0.899,0.101,0.0,Sat Apr 07 17:45:03 +0000 2018,0.0,1.0,0.0,-0.0516,Sun Apr 08 08:00:01 +0000 2018,0.171,0.667,0.162,0.0,Sat Apr 07 20:49:33 +0000 2018,0.0,1.0,0.0
72,-0.4003,Thu Apr 05 08:57:48 +0000 2018,0.114,0.886,0.0,0.2244,Mon Mar 12 18:13:28 +0000 2018,0.0,0.917,0.083,-0.802,Sat Apr 07 17:30:10 +0000 2018,0.375,0.625,0.0,0.6597,Sun Apr 08 07:55:00 +0000 2018,0.0,0.779,0.221,0.0,Sat Apr 07 20:30:04 +0000 2018,0.0,1.0,0.0
73,-0.2023,Thu Apr 05 08:01:06 +0000 2018,0.229,0.625,0.146,0.0,Mon Mar 12 01:20:43 +0000 2018,0.0,1.0,0.0,0.7184,Sat Apr 07 17:16:16 +0000 2018,0.0,0.829,0.171,0.8737,Sun Apr 08 07:50:00 +0000 2018,0.0,0.695,0.305,0.0,Sat Apr 07 20:15:04 +0000 2018,0.0,1.0,0.0
74,0.0,Thu Apr 05 07:33:03 +0000 2018,0.0,1.0,0.0,0.4926,Fri Mar 09 22:48:26 +0000 2018,0.0,0.883,0.117,-0.7184,Sat Apr 07 17:00:14 +0000 2018,0.316,0.684,0.0,0.0,Sun Apr 08 07:45:00 +0000 2018,0.0,1.0,0.0,0.0,Sat Apr 07 20:00:13 +0000 2018,0.0,1.0,0.0
75,0.7269,Thu Apr 05 07:29:10 +0000 2018,0.0,0.643,0.357,0.1275,Fri Mar 09 22:24:20 +0000 2018,0.092,0.795,0.113,-0.7003,Sat Apr 07 16:45:06 +0000 2018,0.31,0.62,0.07,0.0,Sun Apr 08 07:41:00 +0000 2018,0.0,1.0,0.0,-0.5574,Sat Apr 07 19:50:03 +0000 2018,0.143,0.823,0.034
76,-0.5994,Thu Apr 05 07:00:08 +0000 2018,0.262,0.738,0.0,0.784,Fri Mar 09 21:10:21 +0000 2018,0.0,0.853,0.147,-0.4767,Sat Apr 07 16:37:05 +0000 2018,0.129,0.871,0.0,0.0,Sun Apr 08 07:36:00 +0000 2018,0.0,1.0,0.0,-0.9136,Sat Apr 07 19:45:20 +0000 2018,0.319,0.681,0.0
77,0.7906,Wed Apr 04 19:05:08 +0000 2018,0.0,0.759,0.241,0.8658,Fri Mar 09 18:27:28 +0000 2018,0.0,0.553,0.447,0.4404,Sat Apr 07 16:30:13 +0000 2018,0.107,0.678,0.215,0.6249,Sun Apr 08 07:31:00 +0000 2018,0.0,0.687,0.313,-0.3818,Sat Apr 07 19:32:05 +0000 2018,0.146,0.729,0.125
78,0.4215,Wed Apr 04 18:02:06 +0000 2018,0.0,0.763,0.237,0.0,Fri Mar 09 16:02:27 +0000 2018,0.0,1.0,0.0,0.3182,Sat Apr 07 16:15:09 +0000 2018,0.0,0.752,0.248,0.5972,Sun Apr 08 07:26:00 +0000 2018,0.0,0.589,0.411,0.0,Sat Apr 07 19:17:07 +0000 2018,0.0,1.0,0.0
79,0.0,Wed Apr 04 17:04:50 +0000 2018,0.0,1.0,0.0,0.91,Thu Mar 08 18:00:49 +0000 2018,0.0,0.675,0.325,-0.9477,Sat Apr 07 16:04:30 +0000 2018,0.314,0.686,0.0,-0.9571,Sun Apr 08 07:21:00 +0000 2018,0.308,0.692,0.0,0.0,Sat Apr 07 19:02:06 +0000 2018,0.0,1.0,0.0
80,-0.1531,Wed Apr 04 17:02:05 +0000 2018,0.062,0.938,0.0,0.6688,Thu Mar 08 17:03:04 +0000 2018,0.0,0.889,0.111,0.5859,Sat Apr 07 16:00:03 +0000 2018,0.0,0.774,0.226,0.5423,Sun Apr 08 07:18:00 +0000 2018,0.0,0.743,0.257,0.0,Sat Apr 07 18:47:06 +0000 2018,0.0,1.0,0.0
81,0.0,Wed Apr 04 16:00:29 +0000 2018,0.0,1.0,0.0,-0.2023,Wed Mar 07 18:39:10 +0000 2018,0.23,0.619,0.15,0.0,Sat Apr 07 15:45:05 +0000 2018,0.0,1.0,0.0,-0.6369,Sun Apr 08 07:13:00 +0000 2018,0.442,0.385,0.173,-0.6275,Sat Apr 07 18:34:03 +0000 2018,0.23,0.671,0.098
82,0.0,Wed Apr 04 15:03:05 +0000 2018,0.0,1.0,0.0,0.0,Wed Mar 07 17:06:02 +0000 2018,0.0,1.0,0.0,-0.7906,Sat Apr 07 15:38:32 +0000 2018,0.241,0.759,0.0,-0.1779,Sun Apr 08 07:08:00 +0000 2018,0.137,0.742,0.121,-0.802,Sat Apr 07 18:32:06 +0000 2018,0.265,0.735,0.0
83,0.0,Wed Apr 04 13:05:05 +0000 2018,0.0,1.0,0.0,0.6705,Tue Mar 06 18:10:59 +0000 2018,0.0,0.766,0.234,-0.5859,Sat Apr 07 15:30:12 +0000 2018,0.241,0.759,0.0,0.0,Sun Apr 08 07:03:00 +0000 2018,0.0,1.0,0.0,0.5423,Sat Apr 07 18:27:21 +0000 2018,0.098,0.721,0.18
84,-0.296,Wed Apr 04 12:49:56 +0000 2018,0.121,0.879,0.0,0.4389,Mon Mar 05 22:16:43 +0000 2018,0.0,0.915,0.085,-0.7906,Sat Apr 07 15:25:45 +0000 2018,0.25,0.75,0.0,0.8316,Sun Apr 08 06:58:00 +0000 2018,0.0,0.783,0.217,0.5719,Sat Apr 07 18:02:05 +0000 2018,0.0,0.866,0.134
85,0.636,Wed Apr 04 12:17:04 +0000 2018,0.0,0.729,0.271,0.4404,Sun Mar 04 08:05:26 +0000 2018,0.0,0.884,0.116,-0.296,Sat Apr 07 15:15:10 +0000 2018,0.196,0.804,0.0,0.1531,Sun Apr 08 06:55:00 +0000 2018,0.125,0.714,0.161,0.296,Sat Apr 07 17:54:53 +0000 2018,0.107,0.68,0.214
86,0.0,Wed Apr 04 12:03:29 +0000 2018,0.0,1.0,0.0,0.0,Sat Mar 03 20:55:20 +0000 2018,0.0,1.0,0.0,0.0,Sat Apr 07 15:00:03 +0000 2018,0.0,1.0,0.0,0.0,Sun Apr 08 06:51:00 +0000 2018,0.0,1.0,0.0,-0.296,Sat Apr 07 17:36:47 +0000 2018,0.104,0.896,0.0
87,0.1531,Wed Apr 04 12:00:30 +0000 2018,0.0,0.897,0.103,0.91,Fri Mar 02 22:30:01 +0000 2018,0.0,0.658,0.342,-0.6486,Sat Apr 07 14:45:08 +0000 2018,0.264,0.736,0.0,-0.1779,Sun Apr 08 06:48:00 +0000 2018,0.125,0.742,0.134,0.0,Sat Apr 07 17:18:37 +0000 2018,0.0,1.0,0.0
88,0.34,Wed Apr 04 11:02:06 +0000 2018,0.0,0.902,0.098,0.7096,Fri Mar 02 20:30:01 +0000 2018,0.0,0.803,0.197,0.0,Sat Apr 07 14:30:11 +0000 2018,0.0,1.0,0.0,-0.0772,Sun Apr 08 06:43:00 +0000 2018,0.086,0.858,0.056,-0.4404,Sat Apr 07 17:02:04 +0000 2018,0.14,0.789,0.072
89,0.4019,Wed Apr 04 10:19:06 +0000 2018,0.0,0.891,0.109,0.4215,Fri Mar 02 18:45:00 +0000 2018,0.033,0.892,0.075,-0.3818,Sat Apr 07 14:22:38 +0000 2018,0.271,0.729,0.0,-0.5574,Sun Apr 08 06:38:00 +0000 2018,0.474,0.526,0.0,-0.6908,Sat Apr 07 16:47:02 +0000 2018,0.186,0.814,0.0
90,0.25,Wed Apr 04 10:09:33 +0000 2018,0.0,0.929,0.071,-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.21,0.79,0.0,0.3612,Sat Apr 07 14:01:06 +0000 2018,0.0,0.918,0.082,0.7351,Sun Apr 08 06:33:00 +0000 2018,0.0,0.837,0.163,0.1531,Sat Apr 07 16:32:06 +0000 2018,0.082,0.819,0.099
91,0.0,Wed Apr 04 09:16:19 +0000 2018,0.0,1.0,0.0,0.4547,Thu Mar 01 18:12:57 +0000 2018,0.092,0.749,0.159,0.0,Sat Apr 07 13:31:03 +0000 2018,0.0,1.0,0.0,0.4939,Sun Apr 08 06:28:00 +0000 2018,0.0,0.738,0.262,0.6124,Sat Apr 07 16:17:04 +0000 2018,0.0,0.792,0.208
92,-0.5423,Wed Apr 04 09:11:29 +0000 2018,0.209,0.791,0.0,0.8591,Thu Mar 01 18:11:50 +0000 2018,0.0,0.462,0.538,-0.0258,Sat Apr 07 13:01:06 +0000 2018,0.097,0.811,0.093,-0.34,Sun Apr 08 06:23:00 +0000 2018,0.077,0.877,0.046,-0.5562,Sat Apr 07 16:02:05 +0000 2018,0.269,0.578,0.154
93,0.6486,Wed Apr 04 08:03:03 +0000 2018,0.0,0.739,0.261,0.4885,Thu Mar 01 18:10:50 +0000 2018,0.151,0.615,0.234,-0.6808,Sat Apr 07 12:31:03 +0000 2018,0.221,0.697,0.082,0.1406,Sun Apr 08 06:18:00 +0000 2018,0.0,0.886,0.114,-0.5267,Sat Apr 07 15:47:03 +0000 2018,0.145,0.789,0.066
94,0.0,Wed Apr 04 07:29:52 +0000 2018,0.0,1.0,0.0,0.5994,Thu Mar 01 14:36:21 +0000 2018,0.0,0.822,0.178,0.0,Sat Apr 07 12:16:00 +0000 2018,0.0,1.0,0.0,0.34,Sun Apr 08 06:13:00 +0000 2018,0.0,0.821,0.179,0.2823,Sat Apr 07 15:32:02 +0000 2018,0.091,0.748,0.161
95,0.6696,Wed Apr 04 07:29:46 +0000 2018,0.0,0.817,0.183,0.7717,Thu Mar 01 14:29:20 +0000 2018,0.0,0.675,0.325,0.4019,Sat Apr 07 12:01:05 +0000 2018,0.0,0.803,0.197,0.0,Sun Apr 08 06:08:00 +0000 2018,0.0,1.0,0.0,0.4588,Sat Apr 07 15:17:04 +0000 2018,0.0,0.9,0.1
96,0.25,Wed Apr 04 07:27:06 +0000 2018,0.0,0.818,0.182,0.7177,Thu Mar 01 14:15:29 +0000 2018,0.0,0.8,0.2,-0.8402,Sat Apr 07 11:31:48 +0000 2018,0.205,0.795,0.0,0.34,Sun Apr 08 06:03:00 +0000 2018,0.0,0.909,0.091,-0.5859,Sat Apr 07 15:02:03 +0000 2018,0.156,0.844,0.0
97,-0.1511,Wed Apr 04 07:00:06 +0000 2018,0.166,0.834,0.0,0.6369,Thu Mar 01 13:50:11 +0000 2018,0.0,0.87,0.13,0.0,Sat Apr 07 11:01:02 +0000 2018,0.0,1.0,0.0,-0.5423,Sun Apr 08 05:58:00 +0000 2018,0.226,0.774,0.0,0.1901,Sat Apr 07 14:47:05 +0000 2018,0.0,0.951,0.049
98,0.0772,Tue Apr 03 20:03:05 +0000 2018,0.0,0.944,0.056,0.0,Thu Mar 01 01:04:52 +0000 2018,0.0,1.0,0.0,-0.3818,Sat Apr 07 10:57:42 +0000 2018,0.146,0.772,0.081,0.6124,Sun Apr 08 05:53:00 +0000 2018,0.033,0.841,0.126,0.0,Sat Apr 07 14:32:04 +0000 2018,0.0,1.0,0.0
99,0.0,Tue Apr 03 18:03:05 +0000 2018,0.0,1.0,0.0,0.0,Wed Feb 28 19:56:58 +0000 2018,0.0,1.0,0.0,0.3089,Sat Apr 07 10:31:04 +0000 2018,0.0,0.869,0.131,-0.1027,Sun Apr 08 05:48:00 +0000 2018,0.213,0.6,0.187,0.0,Sat Apr 07 14:17:04 +0000 2018,0.0,1.0,0.0
100,-0.5411,Tue Apr 03 17:03:04 +0000 2018,0.304,0.576,0.119,0.4404,Wed Feb 28 19:08:30 +0000 2018,0.0,0.884,0.116,0.4019,Sat Apr 07 10:01:04 +0000 2018,0.0,0.881,0.119,0.0,Sun Apr 08 05:43:00 +0000 2018,0.0,1.0,0.0,0.0094,Sat Apr 07 14:02:09 +0000 2018,0.09,0.818,0.092
101,-0.7351,Tue Apr 03 16:22:33 +0000 2018,0.265,0.735,0.0,0.5562,Tue Feb 27 03:23:47 +0000 2018,0.0,0.848,0.152,0.5096,Sat Apr 07 09:58:11 +0000 2018,0.073,0.755,0.172,0.0,Sun Apr 08 05:38:00 +0000 2018,0.0,1.0,0.0,-0.7096,Sat Apr 07 13:47:44 +0000 2018,0.385,0.503,0.112
102,0.0,Tue Apr 03 16:02:04 +0000 2018,0.0,1.0,0.0,0.0,Mon Feb 26 22:50:32 +0000 2018,0.0,1.0,0.0,0.0772,Sat Apr 07 09:31:06 +0000 2018,0.0,0.965,0.035,-0.9313,Sun Apr 08 05:33:00 +0000 2018,0.389,0.611,0.0,0.0,Sat Apr 07 13:41:06 +0000 2018,0.0,1.0,0.0
103,0.7351,Tue Apr 03 15:05:05 +0000 2018,0.0,0.788,0.212,0.0,Mon Feb 26 21:08:30 +0000 2018,0.0,1.0,0.0,-0.5106,Sat Apr 07 09:01:02 +0000 2018,0.212,0.788,0.0,0.34,Sun Apr 08 05:31:00 +0000 2018,0.0,0.833,0.167,-0.6705,Sat Apr 07 13:31:00 +0000 2018,0.101,0.899,0.0
104,0.0,Tue Apr 03 14:50:24 +0000 2018,0.0,1.0,0.0,0.4482,Mon Feb 26 19:53:41 +0000 2018,0.0,0.895,0.105,0.0,Sat Apr 07 08:31:05 +0000 2018,0.0,1.0,0.0,-0.296,Sun Apr 08 05:27:00 +0000 2018,0.304,0.541,0.155,0.3612,Sat Apr 07 13:21:03 +0000 2018,0.0,0.902,0.098
105,0.0,Tue Apr 03 14:47:02 +0000 2018,0.0,1.0,0.0,0.784,Mon Feb 26 18:32:36 +0000 2018,0.0,0.734,0.266,-0.7906,Sat Apr 07 08:21:22 +0000 2018,0.28,0.72,0.0,0.0,Sun Apr 08 05:23:00 +0000 2018,0.0,1.0,0.0,0.2776,Sat Apr 07 13:02:07 +0000 2018,0.059,0.837,0.104
106,0.0,Tue Apr 03 14:27:34 +0000 2018,0.0,1.0,0.0,0.9359,Mon Feb 26 18:20:16 +0000 2018,0.0,0.571,0.429,-0.5106,Sat Apr 07 08:01:04 +0000 2018,0.216,0.784,0.0,-0.5423,Sun Apr 08 05:18:00 +0000 2018,0.257,0.743,0.0,0.0,Sat Apr 07 12:41:06 +0000 2018,0.0,1.0,0.0
107,0.0,Tue Apr 03 13:15:07 +0000 2018,0.0,1.0,0.0,-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.184,0.816,0.0,-0.7096,Sat Apr 07 07:31:06 +0000 2018,0.237,0.648,0.115,-0.4215,Sun Apr 08 05:13:00 +0000 2018,0.097,0.903,0.0,-0.128,Sat Apr 07 12:31:08 +0000 2018,0.13,0.87,0.0
108,0.0,Tue Apr 03 12:57:41 +0000 2018,0.0,1.0,0.0,0.0,Mon Feb 26 16:52:01 +0000 2018,0.0,1.0,0.0,0.6486,Sat Apr 07 07:16:02 +0000 2018,0.0,0.798,0.202,0.34,Sun Apr 08 05:08:00 +0000 2018,0.0,0.936,0.064,0.3291,Sat Apr 07 12:21:02 +0000 2018,0.0,0.865,0.135
109,0.5093,Tue Apr 03 12:41:53 +0000 2018,0.0,0.83,0.17,0.0,Mon Feb 26 16:17:55 +0000 2018,0.0,1.0,0.0,-0.2732,Sat Apr 07 07:01:03 +0000 2018,0.084,0.875,0.042,0.7553,Sun Apr 08 05:03:00 +0000 2018,0.04,0.784,0.176,0.0,Sat Apr 07 12:02:09 +0000 2018,0.0,1.0,0.0
110,0.0,Tue Apr 03 12:05:58 +0000 2018,0.0,1.0,0.0,0.7644,Mon Feb 26 01:12:32 +0000 2018,0.0,0.769,0.231,0.128,Sat Apr 07 06:46:00 +0000 2018,0.082,0.818,0.1,-0.3612,Sun Apr 08 04:58:00 +0000 2018,0.102,0.898,0.0,0.4404,Sat Apr 07 11:55:33 +0000 2018,0.0,0.805,0.195
111,0.0,Tue Apr 03 12:02:22 +0000 2018,0.0,1.0,0.0,0.0,Sun Feb 25 21:51:32 +0000 2018,0.0,1.0,0.0,0.0,Sat Apr 07 06:31:06 +0000 2018,0.0,1.0,0.0,-0.4767,Sun Apr 08 04:53:00 +0000 2018,0.194,0.806,0.0,0.0,Sat Apr 07 11:44:00 +0000 2018,0.0,1.0,0.0
112,0.8126,Tue Apr 03 12:01:00 +0000 2018,0.0,0.714,0.286,0.0,Sun Feb 25 21:51:22 +0000 2018,0.0,1.0,0.0,-0.5994,Sat Apr 07 06:15:09 +0000 2018,0.122,0.878,0.0,-0.8834,Sun Apr 08 04:48:00 +0000 2018,0.484,0.516,0.0,0.34,Sat Apr 07 11:41:04 +0000 2018,0.0,0.897,0.103
113,-0.1082,Tue Apr 03 11:37:31 +0000 2018,0.123,0.773,0.104,0.5093,Fri Feb 23 18:15:40 +0000 2018,0.0,0.845,0.155,-0.4019,Sat Apr 07 06:01:02 +0000 2018,0.109,0.891,0.0,-0.5773,Sun Apr 08 04:43:00 +0000 2018,0.116,0.884,0.0,-0.6124,Sat Apr 07 11:21:04 +0000 2018,0.161,0.839,0.0
114,0.0,Tue Apr 03 11:28:48 +0000 2018,0.0,1.0,0.0,0.0,Thu Feb 22 19:26:52 +0000 2018,0.0,1.0,0.0,0.34,Sat Apr 07 05:46:00 +0000 2018,0.0,0.912,0.088,-0.2023,Sun Apr 08 04:40:00 +0000 2018,0.218,0.648,0.134,0.0258,Sat Apr 07 11:02:03 +0000 2018,0.0,0.948,0.052
115,0.3612,Tue Apr 03 11:22:03 +0000 2018,0.0,0.884,0.116,0.0,Wed Feb 21 19:20:04 +0000 2018,0.0,1.0,0.0,0.6808,Sat Apr 07 05:31:06 +0000 2018,0.0,0.763,0.237,0.0,Sun Apr 08 04:34:00 +0000 2018,0.0,1.0,0.0,0.1531,Sat Apr 07 10:41:09 +0000 2018,0.0,0.929,0.071
116,-0.4215,Tue Apr 03 11:01:05 +0000 2018,0.118,0.882,0.0,0.6808,Wed Feb 21 18:19:25 +0000 2018,0.0,0.752,0.248,0.4404,Sat Apr 07 05:16:00 +0000 2018,0.0,0.83,0.17,0.7269,Sun Apr 08 04:30:00 +0000 2018,0.0,0.87,0.13,0.296,Sat Apr 07 10:25:01 +0000 2018,0.0,0.833,0.167
117,0.0,Tue Apr 03 10:55:48 +0000 2018,0.0,1.0,0.0,0.4404,Tue Feb 20 19:55:19 +0000 2018,0.0,0.884,0.116,-0.6486,Sat Apr 07 05:01:05 +0000 2018,0.301,0.699,0.0,-0.6688,Sun Apr 08 04:24:00 +0000 2018,0.193,0.807,0.0,-0.5994,Sat Apr 07 10:09:53 +0000 2018,0.38,0.62,0.0
118,0.3612,Tue Apr 03 10:46:40 +0000 2018,0.0,0.898,0.102,-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.119,0.881,0.0,-0.9136,Sat Apr 07 04:46:03 +0000 2018,0.476,0.524,0.0,0.0,Sun Apr 08 04:20:00 +0000 2018,0.0,1.0,0.0,-0.765,Sat Apr 07 09:51:24 +0000 2018,0.524,0.476,0.0
119,0.4926,Tue Apr 03 10:31:13 +0000 2018,0.0,0.862,0.138,0.3612,Tue Feb 20 17:39:51 +0000 2018,0.0,0.878,0.122,0.0,Sat Apr 07 04:31:03 +0000 2018,0.0,1.0,0.0,-0.34,Sun Apr 08 04:15:00 +0000 2018,0.079,0.921,0.0,0.4588,Sat Apr 07 09:43:02 +0000 2018,0.107,0.692,0.201
120,0.0,Tue Apr 03 09:29:03 +0000 2018,0.0,1.0,0.0,0.6124,Sat Feb 17 01:07:20 +0000 2018,0.0,0.783,0.217,-0.3182,Sat Apr 07 04:16:01 +0000 2018,0.082,0.872,0.046,-0.128,Sun Apr 08 04:10:00 +0000 2018,0.107,0.823,0.07,-0.5423,Sat Apr 07 09:39:49 +0000 2018,0.226,0.774,0.0
121,-0.1027,Tue Apr 03 08:03:04 +0000 2018,0.113,0.785,0.102,0.3182,Fri Feb 16 18:42:43 +0000 2018,0.0,0.892,0.108,0.0,Sat Apr 07 04:02:18 +0000 2018,0.0,1.0,0.0,-0.802,Sun Apr 08 04:05:00 +0000 2018,0.375,0.625,0.0,-0.0516,Sat Apr 07 09:22:39 +0000 2018,0.112,0.787,0.101
122,0.7269,Tue Apr 03 07:16:07 +0000 2018,0.0,0.663,0.337,0.784,Fri Feb 16 17:48:20 +0000 2018,0.0,0.774,0.226,-0.4019,Sat Apr 07 03:46:01 +0000 2018,0.109,0.891,0.0,0.3818,Sun Apr 08 04:00:00 +0000 2018,0.0,0.885,0.115,-0.1531,Sat Apr 07 09:06:27 +0000 2018,0.275,0.493,0.232
123,0.0,Tue Apr 03 07:03:05 +0000 2018,0.0,1.0,0.0,0.8619,Wed Feb 14 19:23:27 +0000 2018,0.0,0.534,0.466,0.0,Sat Apr 07 03:31:04 +0000 2018,0.0,1.0,0.0,-0.7906,Sun Apr 08 03:51:00 +0000 2018,0.219,0.781,0.0,-0.4019,Sat Apr 07 08:56:48 +0000 2018,0.252,0.748,0.0
124,0.0,Mon Apr 02 20:02:08 +0000 2018,0.0,1.0,0.0,0.0,Tue Feb 13 20:03:56 +0000 2018,0.0,1.0,0.0,0.0,Sat Apr 07 03:16:02 +0000 2018,0.0,1.0,0.0,0.0,Sun Apr 08 03:45:00 +0000 2018,0.0,1.0,0.0,0.0,Sat Apr 07 08:38:04 +0000 2018,0.0,1.0,0.0
125,0.1531,Mon Apr 02 19:02:04 +0000 2018,0.0,0.935,0.065,0.7506,Tue Feb 13 18:54:52 +0000 2018,0.0,0.748,0.252,-0.765,Sat Apr 07 03:01:04 +0000 2018,0.306,0.694,0.0,0.7269,Sun Apr 08 03:40:00 +0000 2018,0.0,0.681,0.319,0.25,Sat Apr 07 08:17:36 +0000 2018,0.0,0.917,0.083
126,0.5423,Mon Apr 02 18:45:06 +0000 2018,0.0,0.837,0.163,0.0,Mon Feb 12 18:49:45 +0000 2018,0.0,1.0,0.0,0.0,Sat Apr 07 02:59:43 +0000 2018,0.0,1.0,0.0,-0.4215,Sun Apr 08 03:35:00 +0000 2018,0.104,0.896,0.0,0.4019,Sat Apr 07 07:58:42 +0000 2018,0.0,0.722,0.278
127,0.0,Mon Apr 02 17:08:03 +0000 2018,0.0,1.0,0.0,0.0,Mon Feb 12 01:32:33 +0000 2018,0.0,1.0,0.0,0.0,Sat Apr 07 02:46:06 +0000 2018,0.0,1.0,0.0,0.5707,Sun Apr 08 03:33:00 +0000 2018,0.0,0.876,0.124,-0.3804,Sat Apr 07 07:40:35 +0000 2018,0.245,0.755,0.0
128,-0.5574,Mon Apr 02 14:14:17 +0000 2018,0.184,0.816,0.0,0.8478,Fri Feb 09 00:50:01 +0000 2018,0.0,0.696,0.304,0.1779,Sat Apr 07 02:41:31 +0000 2018,0.0,0.939,0.061,-0.7506,Sun Apr 08 03:28:00 +0000 2018,0.447,0.467,0.087,-0.4588,Sat Apr 07 07:22:03 +0000 2018,0.232,0.655,0.113
129,0.4215,Mon Apr 02 13:32:07 +0000 2018,0.0,0.859,0.141,-0.5859,Thu Feb 08 16:09:35 +0000 2018,0.186,0.814,0.0,-0.7579,Sat Apr 07 02:31:03 +0000 2018,0.173,0.827,0.0,0.4019,Sun Apr 08 03:21:00 +0000 2018,0.0,0.787,0.213,0.0,Sat Apr 07 07:07:24 +0000 2018,0.0,1.0,0.0
130,0.0,Mon Apr 02 11:58:06 +0000 2018,0.0,1.0,0.0,0.0516,Wed Feb 07 18:35:19 +0000 2018,0.0,0.934,0.066,-0.5994,Sat Apr 07 02:21:06 +0000 2018,0.243,0.671,0.086,-0.9186,Sun Apr 08 03:14:00 +0000 2018,0.52,0.48,0.0,0.4033,Sat Apr 07 06:48:27 +0000 2018,0.0,0.747,0.253
131,0.2235,Mon Apr 02 11:07:00 +0000 2018,0.0,0.894,0.106,0.5983,Wed Feb 07 16:17:48 +0000 2018,0.111,0.652,0.238,-0.5859,Sat Apr 07 02:16:03 +0000 2018,0.217,0.691,0.092,-0.743,Sun Apr 08 03:07:00 +0000 2018,0.364,0.636,0.0,0.0,Sat Apr 07 06:34:11 +0000 2018,0.0,1.0,0.0
132,0.0,Mon Apr 02 10:02:06 +0000 2018,0.0,1.0,0.0,0.0,Tue Feb 06 22:21:39 +0000 2018,0.0,1.0,0.0,-0.1531,Sat Apr 07 02:11:06 +0000 2018,0.132,0.769,0.099,0.3182,Sun Apr 08 03:00:00 +0000 2018,0.0,0.913,0.087,0.3612,Sat Apr 07 06:17:02 +0000 2018,0.0,0.898,0.102
