,BBC_compound,BBC_dtime,BBC_neg,BBC_neu,BBC_pos,CBS_compound,CBS_dtime,CBS_neg,CBS_neu,CBS_pos,CNN_compound,CNN_dtime,CNN_neg,CNN_neu,CNN_pos,Fox_compound,Fox_dtime,Fox_neg,Fox_neu,Fox_pos,NYTimes_compound,NYTimes_dtime,NYTimes_neg,NYTimes_neu,NYTimes_pos
133,0.0,Mon Apr 02 09:03:04 +0000 2018,0.0,1.0,0.0,0.0772,Tue Feb 06 17:05:49 +0000 2018,0.106,0.773,0.121,0.4767,Sat Apr 07 02:06:06 +0000 2018,0.0,0.926,0.074,-0.5574,Sun Apr 08 02:51:10 +0000 2018,0.365,0.635,0.0,0.0,Sat Apr 07 05:56:52 +0000 2018,0.0,1.0,0.0
134,0.0,Mon Apr 02 08:16:56 +0000 2018,0.0,1.0,0.0,0.0,Sun Feb 04 15:35:36 +0000 2018,0.0,1.0,0.0,-0.5994,Sat Apr 07 02:01:04 +0000 2018,0.139,0.806,0.054,0.4588,Sun Apr 08 02:47:03 +0000 2018,0.0,0.667,0.333,0.1531,Sat Apr 07 05:38:47 +0000 2018,0.162,0.648,0.19
135,0.0,Mon Apr 02 08:14:23 +0000 2018,0.0,1.0,0.0,0.5267,Sun Feb 04 12:00:01 +0000 2018,0.0,0.845,0.155,-0.7269,Sat Apr 07 01:51:03 +0000 2018,0.183,0.776,0.042,-0.8519,Sun Apr 08 02:44:46 +0000 2018,0.43,0.57,0.0,-0.7003,Sat Apr 07 05:22:04 +0000 2018,0.272,0.641,0.087
136,-0.2263,Mon Apr 02 08:14:09 +0000 2018,0.101,0.899,0.0,0.3724,Sat Feb 03 23:11:43 +0000 2018,0.0,0.928,0.072,0.2023,Sat Apr 07 01:46:04 +0000 2018,0.0,0.927,0.073,-0.34,Sun Apr 08 02:38:18 +0000 2018,0.118,0.882,0.0,-0.4019,Sat Apr 07 04:55:29 +0000 2018,0.197,0.803,0.0
137,0.0,Mon Apr 02 08:13:54 +0000 2018,0.0,1.0,0.0,0.8858,Sat Feb 03 12:00:07 +0000 2018,0.0,0.659,0.341,0.0,Sat Apr 07 01:31:51 +0000 2018,0.0,1.0,0.0,0.0,Sun Apr 08 02:32:57 +0000 2018,0.0,1.0,0.0,0.0,Sat Apr 07 04:45:15 +0000 2018,0.0,1.0,0.0
138,0.9508,Mon Apr 02 08:08:05 +0000 2018,0.0,0.615,0.385,-0.0772,Fri Feb 02 22:36:13 +0000 2018,0.075,0.925,0.0,0.128,Sat Apr 07 01:22:04 +0000 2018,0.116,0.741,0.143,0.0,Sun Apr 08 02:27:37 +0000 2018,0.0,1.0,0.0,-0.6808,Sat Apr 07 04:27:06 +0000 2018,0.211,0.789,0.0
139,0.0,Mon Apr 02 08:02:00 +0000 2018,0.0,1.0,0.0,0.4574,Fri Feb 02 20:07:40 +0000 2018,0.0,0.897,0.103,0.0,Sat Apr 07 01:16:06 +0000 2018,0.0,1.0,0.0,0.0,Sun Apr 08 02:21:54 +0000 2018,0.0,1.0,0.0,0.0,Sat Apr 07 04:09:22 +0000 2018,0.0,1.0,0.0
140,-0.2732,Mon Apr 02 07:26:06 +0000 2018,0.14,0.86,0.0,0.4003,Fri Feb 02 19:03:33 +0000 2018,0.0,0.876,0.124,0.0,Sat Apr 07 01:03:02 +0000 2018,0.0,1.0,0.0,-0.1027,Sun Apr 08 02:14:52 +0000 2018,0.126,0.769,0.104,0.5574,Sat Apr 07 04:03:38 +0000 2018,0.0,0.735,0.265
141,0.0,Sun Apr 01 20:38:27 +0000 2018,0.0,1.0,0.0,0.4199,Fri Feb 02 17:23:18 +0000 2018,0.071,0.801,0.128,0.6908,Sat Apr 07 00:57:14 +0000 2018,0.0,0.898,0.102,0.4767,Sun Apr 08 02:09:37 +0000 2018,0.0,0.78,0.22,0.4019,Sat Apr 07 04:02:02 +0000 2018,0.0,0.932,0.068
142,-0.91,Sun Apr 01 19:00:28 +0000 2018,0.333,0.667,0.0,0.0,Thu Feb 01 22:04:41 +0000 2018,0.0,1.0,0.0,0.6369,Sat Apr 07 00:47:33 +0000 2018,0.0,0.848,0.152,-0.2023,Sun Apr 08 02:04:56 +0000 2018,0.265,0.53,0.205,0.7096,Sat Apr 07 03:47:02 +0000 2018,0.0,0.688,0.312
143,0.8832,Sun Apr 01 18:00:27 +0000 2018,0.0,0.724,0.276,0.0,Thu Feb 01 20:09:49 +0000 2018,0.0,1.0,0.0,-0.3818,Sat Apr 07 00:43:42 +0000 2018,0.115,0.885,0.0,0.4767,Sun Apr 08 01:56:04 +0000 2018,0.06,0.765,0.175,0.4069,Sat Apr 07 03:33:01 +0000 2018,0.1,0.779,0.121
144,0.6114,Sun Apr 01 17:42:22 +0000 2018,0.0,0.637,0.363,0.1139,Wed Jan 31 21:42:15 +0000 2018,0.0,0.947,0.053,0.4215,Sat Apr 07 00:33:04 +0000 2018,0.064,0.811,0.125,0.0,Sun Apr 08 01:50:43 +0000 2018,0.0,1.0,0.0,0.0,Sat Apr 07 03:25:24 +0000 2018,0.0,1.0,0.0
145,0.6369,Sun Apr 01 17:00:26 +0000 2018,0.0,0.704,0.296,0.1007,Wed Jan 31 17:05:47 +0000 2018,0.115,0.75,0.135,0.128,Sat Apr 07 00:30:16 +0000 2018,0.101,0.782,0.117,0.6705,Sun Apr 08 01:39:43 +0000 2018,0.0,0.735,0.265,0.0,Sat Apr 07 03:17:02 +0000 2018,0.0,1.0,0.0
146,0.0,Sun Apr 01 16:03:03 +0000 2018,0.0,1.0,0.0,0.2023,Wed Jan 31 16:37:17 +0000 2018,0.159,0.686,0.154,0.6808,Sat Apr 07 00:27:25 +0000 2018,0.0,0.763,0.237,0.0,Sun Apr 08 01:33:03 +0000 2018,0.0,1.0,0.0,-0.0258,Sat Apr 07 03:02:04 +0000 2018,0.198,0.607,0.195
147,0.5719,Sun Apr 01 15:00:26 +0000 2018,0.0,0.734,0.266,0.9324,Wed Jan 31 06:55:30 +0000 2018,0.054,0.569,0.376,0.0258,Sat Apr 07 00:25:01 +0000 2018,0.0,0.942,0.058,0.6124,Sun Apr 08 01:24:39 +0000 2018,0.033,0.841,0.126,0.0,Sat Apr 07 02:47:08 +0000 2018,0.0,1.0,0.0
148,0.0,Sun Apr 01 14:48:39 +0000 2018,0.0,1.0,0.0,-0.2263,Wed Jan 31 02:15:16 +0000 2018,0.252,0.569,0.179,0.0,Sat Apr 07 00:19:00 +0000 2018,0.073,0.882,0.045,0.34,Sun Apr 08 01:18:38 +0000 2018,0.0,0.821,0.179,0.1154,Sat Apr 07 02:32:05 +0000 2018,0.0,0.938,0.062
149,0.0,Sun Apr 01 14:47:16 +0000 2018,0.0,1.0,0.0,-0.4767,Wed Jan 31 01:58:40 +0000 2018,0.256,0.744,0.0,0.0258,Sat Apr 07 00:17:03 +0000 2018,0.064,0.868,0.068,-0.2023,Sun Apr 08 01:15:59 +0000 2018,0.218,0.648,0.134,0.4404,Sat Apr 07 02:15:08 +0000 2018,0.0,0.906,0.094
150,0.7717,Sun Apr 01 12:19:34 +0000 2018,0.0,0.758,0.242,0.4939,Wed Jan 31 01:52:46 +0000 2018,0.119,0.625,0.256,0.2263,Sat Apr 07 00:16:05 +0000 2018,0.092,0.754,0.154,-0.0772,Sun Apr 08 01:10:24 +0000 2018,0.086,0.858,0.056,-0.1531,Sat Apr 07 02:02:06 +0000 2018,0.068,0.932,0.0
151,0.0,Sun Apr 01 12:14:27 +0000 2018,0.0,1.0,0.0,0.5093,Wed Jan 31 01:49:43 +0000 2018,0.0,0.82,0.18,0.4215,Sat Apr 07 00:15:49 +0000 2018,0.043,0.828,0.129,-0.9313,Sun Apr 08 01:09:35 +0000 2018,0.389,0.611,0.0,0.0,Sat Apr 07 01:47:03 +0000 2018,0.0,1.0,0.0
152,0.0,Sun Apr 01 12:00:24 +0000 2018,0.0,1.0,0.0,0.8261,Wed Jan 31 01:31:27 +0000 2018,0.0,0.566,0.434,0.0516,Sat Apr 07 00:07:04 +0000 2018,0.145,0.701,0.154,0.0,Sun Apr 08 01:06:22 +0000 2018,0.0,1.0,0.0,-0.6124,Sat Apr 07 01:33:04 +0000 2018,0.161,0.839,0.0
153,0.0,Sun Apr 01 11:23:47 +0000 2018,0.0,1.0,0.0,0.8309,Wed Jan 31 01:29:10 +0000 2018,0.0,0.586,0.414,0.0,Sat Apr 07 00:04:08 +0000 2018,0.0,1.0,0.0,-0.4215,Sun Apr 08 00:55:47 +0000 2018,0.097,0.903,0.0,0.7096,Sat Apr 07 01:17:02 +0000 2018,0.0,0.796,0.204
154,0.0,Sun Apr 01 11:19:57 +0000 2018,0.0,1.0,0.0,0.6588,Wed Jan 31 01:24:16 +0000 2018,0.0,0.614,0.386,0.5574,Sat Apr 07 00:03:33 +0000 2018,0.0,0.796,0.204,0.7269,Sun Apr 08 00:52:52 +0000 2018,0.0,0.87,0.13,0.0,Sat Apr 07 01:02:07 +0000 2018,0.0,1.0,0.0
155,0.0,Sun Apr 01 11:18:20 +0000 2018,0.0,1.0,0.0,-0.5106,Wed Jan 31 01:18:37 +0000 2018,0.398,0.602,0.0,-0.128,Fri Apr 06 23:58:21 +0000 2018,0.038,0.962,0.0,-0.34,Sun Apr 08 00:46:27 +0000 2018,0.077,0.877,0.046,0.0,Sat Apr 07 00:47:03 +0000 2018,0.0,1.0,0.0
156,0.8083,Sun Apr 01 11:04:05 +0000 2018,0.0,0.711,0.289,0.0,Wed Jan 31 01:17:37 +0000 2018,0.0,1.0,0.0,-0.743,Fri Apr 06 23:53:02 +0000 2018,0.179,0.786,0.035,-0.5106,Sun Apr 08 00:39:36 +0000 2018,0.32,0.68,0.0,0.1531,Sat Apr 07 00:32:05 +0000 2018,0.162,0.648,0.19
157,0.1695,Sun Apr 01 10:37:30 +0000 2018,0.0,0.915,0.085,0.7525,Wed Jan 31 01:16:15 +0000 2018,0.0,0.669,0.331,-0.6486,Fri Apr 06 23:47:59 +0000 2018,0.301,0.699,0.0,-0.8519,Sun Apr 08 00:34:35 +0000 2018,0.399,0.601,0.0,0.0,Sat Apr 07 00:17:02 +0000 2018,0.0,1.0,0.0
158,0.4404,Sun Apr 01 10:27:03 +0000 2018,0.0,0.828,0.172,0.0,Wed Jan 31 01:08:01 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 23:41:21 +0000 2018,0.0,1.0,0.0,0.3818,Sun Apr 08 00:32:59 +0000 2018,0.0,0.867,0.133,0.5423,Sat Apr 07 00:02:02 +0000 2018,0.097,0.674,0.228
159,0.6705,Sun Apr 01 10:03:08 +0000 2018,0.0,0.784,0.216,0.8516,Wed Jan 31 01:04:34 +0000 2018,0.0,0.42,0.58,0.0,Fri Apr 06 23:25:17 +0000 2018,0.0,1.0,0.0,-0.1027,Sun Apr 08 00:27:16 +0000 2018,0.126,0.769,0.104,-0.4588,Fri Apr 06 23:47:06 +0000 2018,0.14,0.805,0.055
160,0.6705,Sun Apr 01 09:24:05 +0000 2018,0.0,0.814,0.186,0.908,Wed Jan 31 01:00:35 +0000 2018,0.0,0.678,0.322,0.4019,Fri Apr 06 23:23:45 +0000 2018,0.0,0.876,0.124,0.7351,Sun Apr 08 00:20:21 +0000 2018,0.0,0.837,0.163,0.0,Fri Apr 06 23:32:05 +0000 2018,0.0,1.0,0.0
161,0.8126,Sun Apr 01 08:32:07 +0000 2018,0.0,0.288,0.712,0.954,Wed Jan 31 00:55:04 +0000 2018,0.0,0.676,0.324,-0.3182,Fri Apr 06 23:23:36 +0000 2018,0.173,0.827,0.0,-0.1779,Sun Apr 08 00:14:46 +0000 2018,0.137,0.742,0.121,0.0,Fri Apr 06 23:16:04 +0000 2018,0.0,1.0,0.0
162,0.3947,Sat Mar 31 21:15:00 +0000 2018,0.0,0.887,0.113,0.5994,Wed Jan 31 00:37:20 +0000 2018,0.0,0.843,0.157,0.0,Fri Apr 06 23:15:08 +0000 2018,0.0,1.0,0.0,0.34,Sun Apr 08 00:11:48 +0000 2018,0.0,0.909,0.091,0.5499,Fri Apr 06 23:06:02 +0000 2018,0.065,0.776,0.159
163,-0.1511,Sat Mar 31 20:42:07 +0000 2018,0.109,0.891,0.0,0.8908,Wed Jan 31 00:11:53 +0000 2018,0.0,0.718,0.282,0.223,Fri Apr 06 23:07:50 +0000 2018,0.053,0.869,0.078,0.8316,Sun Apr 08 00:07:34 +0000 2018,0.0,0.783,0.217,0.0,Fri Apr 06 22:56:06 +0000 2018,0.0,1.0,0.0
164,0.5719,Sat Mar 31 18:37:18 +0000 2018,0.0,0.802,0.198,0.9661,Tue Jan 30 23:35:01 +0000 2018,0.0,0.655,0.345,0.0,Fri Apr 06 22:59:43 +0000 2018,0.0,1.0,0.0,0.5707,Sun Apr 08 00:03:00 +0000 2018,0.0,0.876,0.124,-0.6705,Fri Apr 06 22:43:05 +0000 2018,0.234,0.766,0.0
165,0.5574,Sat Mar 31 18:02:02 +0000 2018,0.0,0.813,0.187,0.923,Tue Jan 30 21:19:22 +0000 2018,0.0,0.774,0.226,0.4404,Fri Apr 06 22:58:00 +0000 2018,0.0,0.86,0.14,0.2732,Sun Apr 08 00:00:12 +0000 2018,0.0,0.826,0.174,0.0,Fri Apr 06 22:32:06 +0000 2018,0.0,1.0,0.0
166,-0.2023,Sat Mar 31 17:09:06 +0000 2018,0.125,0.739,0.136,0.9215,Tue Jan 30 18:46:04 +0000 2018,0.0,0.697,0.303,0.7783,Fri Apr 06 22:55:15 +0000 2018,0.0,0.786,0.214,0.0,Sat Apr 07 23:56:20 +0000 2018,0.0,1.0,0.0,0.3612,Fri Apr 06 22:17:05 +0000 2018,0.0,0.902,0.098
167,0.0,Sat Mar 31 16:31:15 +0000 2018,0.0,1.0,0.0,0.6705,Tue Jan 30 16:00:02 +0000 2018,0.0,0.87,0.13,-0.4404,Fri Apr 06 22:50:11 +0000 2018,0.153,0.847,0.0,-0.7096,Sat Apr 07 23:52:13 +0000 2018,0.457,0.543,0.0,0.0258,Fri Apr 06 22:02:03 +0000 2018,0.129,0.737,0.134
168,0.0,Sat Mar 31 16:15:07 +0000 2018,0.0,1.0,0.0,0.5994,Tue Jan 30 04:03:31 +0000 2018,0.0,0.865,0.135,0.0,Fri Apr 06 22:39:46 +0000 2018,0.0,1.0,0.0,0.4767,Sat Apr 07 23:50:14 +0000 2018,0.0,0.78,0.22,-0.3415,Fri Apr 06 21:47:08 +0000 2018,0.158,0.76,0.082
169,0.0,Sat Mar 31 15:43:37 +0000 2018,0.0,1.0,0.0,0.6908,Tue Jan 30 03:17:51 +0000 2018,0.0,0.814,0.186,-0.4404,Fri Apr 06 22:38:07 +0000 2018,0.146,0.854,0.0,-0.7003,Sat Apr 07 23:39:58 +0000 2018,0.326,0.674,0.0,0.0,Fri Apr 06 21:32:03 +0000 2018,0.0,1.0,0.0
170,0.765,Sat Mar 31 15:42:42 +0000 2018,0.0,0.663,0.337,0.0,Tue Jan 30 02:12:15 +0000 2018,0.0,1.0,0.0,-0.6369,Fri Apr 06 22:29:14 +0000 2018,0.181,0.819,0.0,-0.34,Sat Apr 07 23:38:52 +0000 2018,0.098,0.902,0.0,0.4019,Fri Apr 06 21:15:05 +0000 2018,0.0,0.932,0.068
171,-0.3612,Sat Mar 31 15:42:08 +0000 2018,0.143,0.857,0.0,-0.296,Tue Jan 30 01:29:06 +0000 2018,0.087,0.913,0.0,0.4404,Fri Apr 06 22:21:20 +0000 2018,0.0,0.86,0.14,-0.296,Sat Apr 07 23:36:08 +0000 2018,0.155,0.845,0.0,0.0,Fri Apr 06 21:05:02 +0000 2018,0.0,1.0,0.0
172,0.128,Sat Mar 31 13:01:05 +0000 2018,0.152,0.662,0.185,0.0,Tue Jan 30 00:11:05 +0000 2018,0.0,1.0,0.0,-0.6908,Fri Apr 06 22:18:37 +0000 2018,0.305,0.695,0.0,0.128,Sat Apr 07 23:33:42 +0000 2018,0.118,0.739,0.143,-0.4588,Fri Apr 06 20:55:02 +0000 2018,0.232,0.655,0.113
173,0.0,Sat Mar 31 12:31:02 +0000 2018,0.0,1.0,0.0,0.3818,Mon Jan 29 22:45:21 +0000 2018,0.0,0.923,0.077,0.4404,Fri Apr 06 22:07:07 +0000 2018,0.0,0.86,0.14,-0.3182,Sat Apr 07 23:25:00 +0000 2018,0.305,0.457,0.239,0.0,Fri Apr 06 20:45:03 +0000 2018,0.0,1.0,0.0
174,-0.3404,Sat Mar 31 11:50:05 +0000 2018,0.179,0.821,0.0,0.5093,Mon Jan 29 22:10:15 +0000 2018,0.072,0.782,0.146,0.4939,Fri Apr 06 22:02:55 +0000 2018,0.0,0.89,0.11,-0.4019,Sat Apr 07 23:19:00 +0000 2018,0.24,0.645,0.115,-0.8271,Fri Apr 06 20:32:06 +0000 2018,0.268,0.732,0.0
175,0.1779,Sat Mar 31 11:28:03 +0000 2018,0.0,0.638,0.362,0.0,Mon Jan 29 20:00:04 +0000 2018,0.0,1.0,0.0,-0.6705,Fri Apr 06 21:48:21 +0000 2018,0.143,0.857,0.0,0.5707,Sat Apr 07 23:14:00 +0000 2018,0.0,0.871,0.129,-0.7717,Fri Apr 06 20:19:04 +0000 2018,0.242,0.758,0.0
176,-0.6351,Sat Mar 31 11:26:30 +0000 2018,0.18,0.82,0.0,0.7783,Mon Jan 29 19:00:05 +0000 2018,0.0,0.755,0.245,-0.6369,Fri Apr 06 21:45:40 +0000 2018,0.181,0.819,0.0,-0.5859,Sat Apr 07 23:10:16 +0000 2018,0.27,0.615,0.115,0.0,Fri Apr 06 20:15:05 +0000 2018,0.0,1.0,0.0
177,0.7579,Sat Mar 31 10:37:23 +0000 2018,0.0,0.745,0.255,0.9259,Mon Jan 29 18:00:02 +0000 2018,0.0,0.558,0.442,0.0,Fri Apr 06 21:38:54 +0000 2018,0.0,1.0,0.0,0.4939,Sat Apr 07 23:03:15 +0000 2018,0.0,0.789,0.211,0.7269,Fri Apr 06 20:00:13 +0000 2018,0.0,0.643,0.357
178,0.93,Sat Mar 31 10:37:18 +0000 2018,0.0,0.42,0.58,0.0,Mon Jan 29 17:15:04 +0000 2018,0.0,1.0,0.0,-0.5423,Fri Apr 06 21:37:51 +0000 2018,0.163,0.837,0.0,-0.128,Sat Apr 07 22:51:34 +0000 2018,0.201,0.618,0.181,0.0,Fri Apr 06 19:51:30 +0000 2018,0.0,1.0,0.0
179,0.0,Sat Mar 31 10:27:04 +0000 2018,0.0,1.0,0.0,0.5562,Mon Jan 29 16:00:05 +0000 2018,0.0,0.841,0.159,-0.1531,Fri Apr 06 21:25:09 +0000 2018,0.132,0.769,0.099,-0.34,Sat Apr 07 22:45:36 +0000 2018,0.118,0.882,0.0,-0.25,Fri Apr 06 19:45:05 +0000 2018,0.136,0.805,0.059
180,0.6369,Sat Mar 31 09:04:03 +0000 2018,0.0,0.802,0.198,0.1531,Mon Jan 29 15:00:03 +0000 2018,0.0,0.926,0.074,-0.8807,Fri Apr 06 21:18:25 +0000 2018,0.289,0.711,0.0,-0.5423,Sat Apr 07 22:41:10 +0000 2018,0.2,0.8,0.0,-0.6705,Fri Apr 06 19:30:18 +0000 2018,0.159,0.841,0.0
181,0.0,Sat Mar 31 08:04:03 +0000 2018,0.0,1.0,0.0,0.3182,Mon Jan 29 14:00:02 +0000 2018,0.119,0.751,0.13,0.0,Fri Apr 06 21:06:05 +0000 2018,0.0,1.0,0.0,-0.9186,Sat Apr 07 22:33:33 +0000 2018,0.52,0.48,0.0,-0.4939,Fri Apr 06 19:15:03 +0000 2018,0.151,0.849,0.0
182,0.0,Sat Mar 31 07:03:06 +0000 2018,0.0,1.0,0.0,0.6597,Mon Jan 29 13:00:01 +0000 2018,0.0,0.722,0.278,0.0,Fri Apr 06 21:01:32 +0000 2018,0.0,1.0,0.0,-0.34,Sat Apr 07 22:26:04 +0000 2018,0.211,0.789,0.0,-0.34,Fri Apr 06 19:02:54 +0000 2018,0.088,0.912,0.0
183,-0.5255,Fri Mar 30 20:23:06 +0000 2018,0.134,0.866,0.0,0.2003,Mon Jan 29 12:00:03 +0000 2018,0.073,0.828,0.099,-0.0258,Fri Apr 06 21:01:04 +0000 2018,0.159,0.688,0.153,-0.1531,Sat Apr 07 22:23:26 +0000 2018,0.078,0.922,0.0,0.0,Fri Apr 06 19:00:18 +0000 2018,0.0,1.0,0.0
184,-0.3182,Fri Mar 30 19:00:32 +0000 2018,0.277,0.723,0.0,0.4574,Mon Jan 29 08:18:18 +0000 2018,0.0,0.921,0.079,0.0,Fri Apr 06 20:53:04 +0000 2018,0.0,1.0,0.0,-0.296,Sat Apr 07 22:16:25 +0000 2018,0.155,0.845,0.0,0.2776,Fri Apr 06 18:45:04 +0000 2018,0.059,0.837,0.104
185,0.6369,Fri Mar 30 18:41:56 +0000 2018,0.0,0.781,0.219,0.5719,Mon Jan 29 07:40:26 +0000 2018,0.0,0.73,0.27,0.0,Fri Apr 06 20:52:05 +0000 2018,0.0,1.0,0.0,0.7269,Sat Apr 07 22:09:18 +0000 2018,0.0,0.643,0.357,0.0,Fri Apr 06 18:30:16 +0000 2018,0.0,1.0,0.0
186,-0.5983,Fri Mar 30 18:01:02 +0000 2018,0.196,0.804,0.0,0.3612,Mon Jan 29 07:25:04 +0000 2018,0.0,0.902,0.098,0.0,Fri Apr 06 20:48:09 +0000 2018,0.0,1.0,0.0,-0.7579,Sat Apr 07 22:01:26 +0000 2018,0.394,0.606,0.0,0.0,Fri Apr 06 18:20:03 +0000 2018,0.0,1.0,0.0
187,0.4404,Fri Mar 30 17:29:06 +0000 2018,0.0,0.917,0.083,0.7506,Mon Jan 29 07:01:01 +0000 2018,0.0,0.714,0.286,-0.5574,Fri Apr 06 20:47:07 +0000 2018,0.135,0.865,0.0,0.0,Sat Apr 07 21:53:49 +0000 2018,0.0,1.0,0.0,-0.5574,Fri Apr 06 18:19:13 +0000 2018,0.141,0.859,0.0
188,0.0,Fri Mar 30 17:06:00 +0000 2018,0.0,1.0,0.0,0.5719,Mon Jan 29 06:15:02 +0000 2018,0.0,0.734,0.266,0.4404,Fri Apr 06 20:34:47 +0000 2018,0.0,0.906,0.094,0.4404,Sat Apr 07 21:53:17 +0000 2018,0.0,0.828,0.172,0.2023,Fri Apr 06 18:10:05 +0000 2018,0.093,0.784,0.123
189,0.5719,Fri Mar 30 16:26:45 +0000 2018,0.0,0.734,0.266,0.0,Mon Jan 29 05:34:44 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 20:24:06 +0000 2018,0.0,1.0,0.0,0.7184,Sat Apr 07 21:50:00 +0000 2018,0.0,0.684,0.316,-0.4767,Fri Apr 06 18:00:10 +0000 2018,0.134,0.774,0.092
190,-0.2144,Fri Mar 30 16:02:04 +0000 2018,0.111,0.819,0.07,0.6369,Mon Jan 29 04:19:55 +0000 2018,0.0,0.9,0.1,0.0258,Fri Apr 06 20:22:52 +0000 2018,0.138,0.718,0.144,-0.4767,Sat Apr 07 21:45:00 +0000 2018,0.194,0.806,0.0,-0.8658,Fri Apr 06 17:45:07 +0000 2018,0.217,0.783,0.0
191,0.8715,Fri Mar 30 15:25:47 +0000 2018,0.0,0.623,0.377,0.9312,Mon Jan 29 04:12:46 +0000 2018,0.034,0.624,0.343,-0.7506,Fri Apr 06 20:15:39 +0000 2018,0.198,0.802,0.0,0.6249,Sat Apr 07 21:40:00 +0000 2018,0.0,0.687,0.313,0.807,Fri Apr 06 17:35:06 +0000 2018,0.0,0.717,0.283
192,0.0,Fri Mar 30 15:10:56 +0000 2018,0.0,1.0,0.0,0.7959,Mon Jan 29 04:10:47 +0000 2018,0.0,0.717,0.283,-0.7684,Fri Apr 06 20:12:05 +0000 2018,0.21,0.79,0.0,0.6597,Sat Apr 07 21:33:26 +0000 2018,0.0,0.779,0.221,-0.6249,Fri Apr 06 17:25:09 +0000 2018,0.091,0.909,0.0
193,0.2023,Fri Mar 30 14:54:01 +0000 2018,0.0,0.945,0.055,0.5859,Mon Jan 29 03:58:49 +0000 2018,0.0,0.513,0.487,0.4215,Fri Apr 06 20:02:53 +0000 2018,0.073,0.772,0.156,0.3182,Sat Apr 07 21:31:00 +0000 2018,0.0,0.94,0.06,0.0,Fri Apr 06 17:10:07 +0000 2018,0.0,1.0,0.0
194,0.5859,Fri Mar 30 13:05:00 +0000 2018,0.0,0.759,0.241,0.6696,Mon Jan 29 03:55:24 +0000 2018,0.0,0.848,0.152,0.0,Fri Apr 06 20:01:38 +0000 2018,0.0,1.0,0.0,-0.8979,Sat Apr 07 21:29:15 +0000 2018,0.365,0.635,0.0,0.0,Fri Apr 06 16:55:02 +0000 2018,0.0,1.0,0.0
195,0.4574,Fri Mar 30 12:04:01 +0000 2018,0.0,0.917,0.083,-0.34,Mon Jan 29 03:55:20 +0000 2018,0.112,0.888,0.0,0.7003,Fri Apr 06 19:56:26 +0000 2018,0.0,0.876,0.124,-0.7964,Sat Apr 07 21:25:46 +0000 2018,0.384,0.616,0.0,-0.8126,Fri Apr 06 16:40:08 +0000 2018,0.296,0.704,0.0
196,0.4574,Fri Mar 30 10:39:54 +0000 2018,0.09,0.697,0.213,0.0572,Mon Jan 29 03:53:06 +0000 2018,0.062,0.864,0.073,0.0,Fri Apr 06 19:52:06 +0000 2018,0.0,1.0,0.0,-0.5859,Sat Apr 07 21:25:36 +0000 2018,0.27,0.615,0.115,0.0,Fri Apr 06 16:25:06 +0000 2018,0.0,1.0,0.0
197,0.0,Fri Mar 30 10:33:02 +0000 2018,0.0,1.0,0.0,0.6114,Mon Jan 29 03:50:25 +0000 2018,0.0,0.688,0.312,-0.5719,Fri Apr 06 19:46:54 +0000 2018,0.129,0.871,0.0,0.7553,Sat Apr 07 21:17:57 +0000 2018,0.04,0.784,0.176,0.0,Fri Apr 06 16:17:06 +0000 2018,0.0,1.0,0.0
198,0.25,Fri Mar 30 10:03:04 +0000 2018,0.0,0.926,0.074,0.5994,Mon Jan 29 03:49:19 +0000 2018,0.0,0.606,0.394,0.0,Fri Apr 06 19:32:46 +0000 2018,0.0,1.0,0.0,-0.6688,Sat Apr 07 21:12:53 +0000 2018,0.193,0.807,0.0,0.0,Fri Apr 06 16:12:51 +0000 2018,0.0,1.0,0.0
199,0.4404,Fri Mar 30 09:06:02 +0000 2018,0.0,0.884,0.116,0.4588,Mon Jan 29 03:46:27 +0000 2018,0.0,0.727,0.273,0.0,Fri Apr 06 19:17:52 +0000 2018,0.0,1.0,0.0,-0.3612,Sat Apr 07 21:11:08 +0000 2018,0.102,0.898,0.0,0.2944,Fri Apr 06 15:55:02 +0000 2018,0.058,0.834,0.108
